gene_id	entrez_id	gene_name	gene_description	chr	mitocarta_evidence	impi_evidence	go_evidence	proteinatlas_evidence
ENSG00000088766	54675	CRLS1	cardiolipin synthase 1	20	true	Known mitochondrial	true	false
ENSG00000005469	54677	CROT	carnitine O-octanoyltransferase	7	true	Probable contaminant	false	false
ENSG00000008405	1407	CRY1	cryptochrome circadian regulator 1	12	true	Known mitochondrial	true	false
ENSG00000116791	1429	CRYZ	crystallin zeta	1	true	Known mitochondrial	false	false
ENSG00000062485	1431	CS	citrate synthase	12	true	Known mitochondrial	true	true
ENSG00000166347	1528	CYB5A	cytochrome b5 type A	18	true	Predicted mitochondrial	true	false
ENSG00000103018	80777	CYB5B	cytochrome b5 type B	16	true	Known mitochondrial	true	false
ENSG00000166394	51700	CYB5R2	cytochrome b5 reductase 2	11	true	Predicted NOT mitochondrial	false	false
ENSG00000100243	1727	CYB5R3	cytochrome b5 reductase 3	22	true	Known mitochondrial	true	false
ENSG00000179091	1537	CYC1	cytochrome c1	8	true	Known mitochondrial	true	true
ENSG00000172115	54205	CYCS	cytochrome c, somatic	7	true	Known mitochondrial	true	true
ENSG00000140459	1583	CYP11A1	cytochrome P450 family 11 subfamily A member 1	15	true	Known mitochondrial	true	false
ENSG00000179142	1585	CYP11B2	cytochrome P450 family 11 subfamily B member 2	8	true	Known mitochondrial	true	false
ENSG00000019186	1591	CYP24A1	cytochrome P450 family 24 subfamily A member 1	20	true	Known mitochondrial	true	true
ENSG00000135929	1593	CYP27A1	cytochrome P450 family 27 subfamily A member 1	2	true	Known mitochondrial	true	true
ENSG00000111012	1594	CYP27B1	cytochrome P450 family 27 subfamily B member 1	12	true	Known mitochondrial	true	false
ENSG00000180902	728294	D2HGDH	D-2-hydroxyglutarate dehydrogenase	2	true	Known mitochondrial	true	true
ENSG00000132676	7818	DAP3	death associated protein 3	1	true	Known mitochondrial	true	true
ENSG00000117593	55157	DARS2	aspartyl-tRNA synthetase 2, mitochondrial	1	true	Known mitochondrial	true	true
ENSG00000155368	1622	DBI	diazepam binding inhibitor, acyl-CoA binding protein	2	true	Known mitochondrial	false	false
ENSG00000137992	1629	DBT	dihydrolipoamide branched chain transacylase E2	1	true	Known mitochondrial	true	true
ENSG00000172992	79877	DCAKD	dephospho-CoA kinase domain containing	17	true	Predicted mitochondrial	false	false
ENSG00000169738	51181	DCXR	dicarbonyl and L-xylulose reductase	17	true	Known mitochondrial	false	false
ENSG00000153904	23576	DDAH1	dimethylarginine dimethylaminohydrolase 1	1	true	Predicted NOT mitochondrial	false	false
ENSG00000182810	55794	DDX28	DEAD-box helicase 28	16	true	Known mitochondrial	true	true
ENSG00000104325	1666	DECR1	2,4-dienoyl-CoA reductase 1	8	true	Known mitochondrial	true	true
ENSG00000165507	11067	DEPP1	DEPP1, autophagy regulator	10	true	Known mitochondrial	true	false
ENSG00000133943	80017	DGLUCY	D-glutamate cyclase	14	true	Known mitochondrial	true	false
ENSG00000114956	1716	DGUOK	deoxyguanosine kinase	2	true	Known mitochondrial	true	false
ENSG00000116133	1718	DHCR24	24-dehydrocholesterol reductase	1	true	Predicted NOT mitochondrial	false	false
ENSG00000102967	1723	DHODH	dihydroorotate dehydrogenase (quinone)	16	true	Known mitochondrial	true	true
ENSG00000157379	115817	DHRS1	dehydrogenase/reductase 1	14	true	Predicted mitochondrial	false	false
ENSG00000157326	10901	DHRS4	dehydrogenase/reductase 4	14	true	Predicted mitochondrial	true	false
ENSG00000109016	25979	DHRS7B	dehydrogenase/reductase 7B	17	true	Predicted mitochondrial	false	false
ENSG00000169084	207063	DHRSX	dehydrogenase/reductase X-linked	X	true	Predicted NOT mitochondrial	false	false
ENSG00000181192	55526	DHTKD1	dehydrogenase E1 and transketolase domain containing 1	10	true	Known mitochondrial	true	true
ENSG00000132153	22907	DHX30	DExH-box helicase 30	3	true	Known mitochondrial	true	true
ENSG00000184047	56616	DIABLO	diablo IAP-binding mitochondrial protein	12	true	Known mitochondrial	true	true
ENSG00000150768	1737	DLAT	dihydrolipoamide S-acetyltransferase	11	true	Known mitochondrial	true	true
ENSG00000091140	1738	DLD	dihydrolipoamide dehydrogenase	7	true	Known mitochondrial	true	true
ENSG00000119689	1743	DLST	dihydrolipoamide S-succinyltransferase	14	true	Known mitochondrial	true	false
ENSG00000105341	55101	DMAC2	distal membrane arm assembly complex 2	19	true	Known mitochondrial	true	true
ENSG00000132837	29958	DMGDH	dimethylglycine dehydrogenase	5	true	Known mitochondrial	true	true
ENSG00000104936	1760	DMPK	DM1 protein kinase	19	true	Known mitochondrial	true	false
ENSG00000138346	1763	DNA2	DNA replication helicase/nuclease 2	10	true	Known mitochondrial	true	true
ENSG00000103423		DNAJA3	DnaJ heat shock protein family (Hsp40) member A3	16	true	Known mitochondrial	true	true
ENSG00000007923	55735	DNAJC11	DnaJ heat shock protein family (Hsp40) member C11	1	true	Known mitochondrial	true	false
ENSG00000120675	29103	DNAJC15	DnaJ heat shock protein family (Hsp40) member C15	13	true	Known mitochondrial	true	false
ENSG00000205981	131118	DNAJC19	DnaJ heat shock protein family (Hsp40) member C19	3	true	Known mitochondrial	true	false
ENSG00000177692		DNAJC28	DnaJ heat shock protein family (Hsp40) member C28	21	true	Predicted mitochondrial	false	false
ENSG00000176410	84277	DNAJC30	DnaJ heat shock protein family (Hsp40) member C30	7	true	Known mitochondrial	false	false
ENSG00000110011	3338	DNAJC4	DnaJ heat shock protein family (Hsp40) member C4	11	true	Predicted mitochondrial	false	false
ENSG00000087470	10059	DNM1L	dynamin 1 like	12	true	Known mitochondrial	true	false
ENSG00000168393	1841	DTYMK	deoxythymidylate kinase	2	true	Predicted mitochondrial	true	true
ENSG00000167264	54920	DUS2	dihydrouridine synthase 2	16	true	Predicted mitochondrial	false	false
ENSG00000133878	78986	DUSP26	dual specificity phosphatase 26	8	true	Predicted mitochondrial	false	false
ENSG00000128951	1854	DUT	deoxyuridine triphosphatase	15	true	Known mitochondrial	true	false
ENSG00000103356	124454	EARS2	glutamyl-tRNA synthetase 2, mitochondrial	16	true	Known mitochondrial	true	true
ENSG00000104823		ECH1	enoyl-CoA hydratase 1	19	true	Known mitochondrial	true	true
ENSG00000093144	55862	ECHDC1	ethylmalonyl-CoA decarboxylase 1	6	true	Known mitochondrial	true	false
ENSG00000121310	55268	ECHDC2	enoyl-CoA hydratase domain containing 2	1	true	Known mitochondrial	true	true
ENSG00000134463	79746	ECHDC3	enoyl-CoA hydratase domain containing 3	10	true	Known mitochondrial	true	true
ENSG00000127884	1892	ECHS1	enoyl-CoA hydratase, short chain 1	10	true	Known mitochondrial	true	true
ENSG00000167969	1632	ECI1	enoyl-CoA delta isomerase 1	16	true	Known mitochondrial	true	false
ENSG00000198721	10455	ECI2	enoyl-CoA delta isomerase 2	6	true	Known mitochondrial	true	false
ENSG00000130159	51295	ECSIT	ECSIT signalling integrator	19	true	Known mitochondrial	true	false
ENSG00000132394	60678	EEFSEC	eukaryotic elongation factor, selenocysteine-tRNA specific	3	true	Predicted NOT mitochondrial	false	false
ENSG00000115468	80303	EFHD1	EF-hand domain family member D1	2	true	Known mitochondrial	true	false
ENSG00000113790	1962	EHHADH	enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase	3	true	Probable contaminant	false	false
ENSG00000006744	60528	ELAC2	elaC ribonuclease Z 2	17	true	Known mitochondrial	true	false
ENSG00000104412	9694	EMC2	ER membrane protein complex subunit 2	8	true	Predicted mitochondrial	false	false
ENSG00000167136	2021	ENDOG	endonuclease G	9	true	Known mitochondrial	true	false
ENSG00000120915		EPHX2	epoxide hydrolase 2	8	true	Predicted NOT mitochondrial	false	false
ENSG00000132591	26284	ERAL1	Era like 12S mitochondrial rRNA chaperone 1	17	true	Known mitochondrial	true	true
ENSG00000140374	2108	ETFA	electron transfer flavoprotein alpha subunit	15	true	Known mitochondrial	true	true
ENSG00000105379	2109	ETFB	electron transfer flavoprotein beta subunit	19	true	Known mitochondrial	true	true
ENSG00000171503	2110	ETFDH	electron transfer flavoprotein dehydrogenase	4	true	Known mitochondrial	true	false
ENSG00000205707	144363	ETFRF1	electron transfer flavoprotein regulatory factor 1	12	true	Predicted mitochondrial	true	false
ENSG00000105755	23474	ETHE1	ETHE1, persulfide dioxygenase	19	true	Known mitochondrial	true	true
ENSG00000157036	9941	EXOG	exo/endonuclease G	3	true	Known mitochondrial	true	false
ENSG00000163586	2168	FABP1	fatty acid binding protein 1	2	true	Predicted NOT mitochondrial	false	false
ENSG00000180185	81889	FAHD1	fumarylacetoacetate hydrolase domain containing 1	16	true	Known mitochondrial	true	true
ENSG00000115042	51011	FAHD2A	fumarylacetoacetate hydrolase domain containing 2A	2	true	Known mitochondrial	false	false
ENSG00000035141	84908	FAM136A	family with sequence similarity 136 member A	2	true	Known mitochondrial	false	true
ENSG00000114023	26355	FAM162A	family with sequence similarity 162 member A	3	true	Known mitochondrial	true	true
ENSG00000222011	222234	FAM185A	family with sequence similarity 185 member A	7	true	Known mitochondrial	false	false
ENSG00000177150	125228	FAM210A	family with sequence similarity 210 member A	18	true	Predicted mitochondrial	true	true
ENSG00000124098	116151	FAM210B	family with sequence similarity 210 member B	20	true	Known mitochondrial	true	false
ENSG00000122378	84293	FAM213A	family with sequence similarity 213 member A	10	true	Predicted mitochondrial	false	false
ENSG00000145982	10667	FARS2	phenylalanyl-tRNA synthetase 2, mitochondrial	6	true	Known mitochondrial	true	false
ENSG00000169710	2194	FASN	fatty acid synthase	17	true	Known NOT mitochondrial	false	false
ENSG00000164896	10922	FASTK	Fas activated serine/threonine kinase	7	true	Known mitochondrial	true	true
ENSG00000138399	79675	FASTKD1	FAST kinase domains 1	2	true	Known mitochondrial	true	false
ENSG00000118246	22868	FASTKD2	FAST kinase domains 2	2	true	Known mitochondrial	true	true
ENSG00000124279	79072	FASTKD3	FAST kinase domains 3	5	true	Known mitochondrial	true	true
ENSG00000215251	60493	FASTKD5	FAST kinase domains 5	20	true	Known mitochondrial	true	false
ENSG00000112234	26235	FBXL4	F-box and leucine rich repeat protein 4	6	true	Known mitochondrial	true	false
ENSG00000160752	2224	FDPS	farnesyl diphosphate synthase	1	true	Predicted mitochondrial	false	false
ENSG00000137714	2230	FDX1	ferredoxin 1	11	true	Known mitochondrial	true	true
ENSG00000267673	112812	FDX2	ferredoxin 2	19	true	Known mitochondrial	true	false
ENSG00000161513	2232	FDXR	ferredoxin reductase	17	true	Known mitochondrial	true	true
ENSG00000066926	2235	FECH	ferrochelatase	18	true	Known mitochondrial	true	false
ENSG00000091483	2271	FH	fumarate hydratase	1	true	Known mitochondrial	true	true
ENSG00000189283	2272	FHIT	fragile histidine triad	3	true	Predicted mitochondrial	true	false
ENSG00000214253	51024	FIS1	fission, mitochondrial 1	7	true	Known mitochondrial	true	true
ENSG00000141756	60681	FKBP10	FK506 binding protein 10	17	true	Known mitochondrial	false	false
ENSG00000105701	23770	FKBP8	FK506 binding protein 8	19	true	Known mitochondrial	true	true
ENSG00000160688	80308	FLAD1	flavin adenine dinucleotide synthetase 1	1	true	Known mitochondrial	true	false
ENSG00000164898	154791	FMC1	formation of mitochondrial complex V assembly factor 1 homolog	7	true	Known mitochondrial	true	true
ENSG00000110074	55572	FOXRED1	FAD dependent oxidoreductase domain containing 1	11	true	Known mitochondrial	true	true
ENSG00000136877	2356	FPGS	folylpolyglutamate synthase	9	true	Known mitochondrial	true	false
ENSG00000167996	2495	FTH1	ferritin heavy chain 1	11	true	Predicted mitochondrial	false	false
ENSG00000181867	94033	FTMT	ferritin mitochondrial	5	true	Known mitochondrial	true	false
ENSG00000069509	139341	FUNDC1	FUN14 domain containing 1	X	true	Known mitochondrial	true	false
ENSG00000165775	65991	FUNDC2	FUN14 domain containing 2	X	true	Known mitochondrial	true	false
ENSG00000165060	2395	FXN	frataxin	9	true	Known mitochondrial	true	true
ENSG00000179271	90480	GADD45GIP1	GADD45G interacting protein 1	19	true	Known mitochondrial	true	true
ENSG00000111640	2597	GAPDH	glyceraldehyde-3-phosphate dehydrogenase	12	true	Predicted mitochondrial	false	false
ENSG00000106105	2617	GARS	glycyl-tRNA synthetase	7	true	Known mitochondrial	true	false
ENSG00000059691	5188	GATB	glutamyl-tRNA amidotransferase subunit B	4	true	Known mitochondrial	true	true
ENSG00000171766	2628	GATM	glycine amidinotransferase	15	true	Known mitochondrial	true	true
ENSG00000100116	23464	GCAT	glycine C-acetyltransferase	22	true	Known mitochondrial	true	true
ENSG00000105607	2639	GCDH	glutaryl-CoA dehydrogenase	19	true	Known mitochondrial	true	true
ENSG00000140905	2653	GCSH	glycine cleavage system protein H	16	true	Known mitochondrial	true	false
ENSG00000104381	54332	GDAP1	ganglioside induced differentiation associated protein 1	8	true	Known mitochondrial	true	true
ENSG00000127554	2671	GFER	growth factor, augmenter of liver regeneration	16	true	Known mitochondrial	true	true
ENSG00000168827	85476	GFM1	G elongation factor mitochondrial 1	3	true	Known mitochondrial	true	true
ENSG00000164347	84340	GFM2	G elongation factor mitochondrial 2	5	true	Known mitochondrial	true	false
ENSG00000165678	27069	GHITM	growth hormone inducible transmembrane protein	10	true	Known mitochondrial	true	true
ENSG00000198814	2710	GK	glycerol kinase	X	true	Known mitochondrial	true	false
ENSG00000178445	2731	GLDC	glycine decarboxylase	9	true	Known mitochondrial	true	true
ENSG00000167699	51031	GLOD4	glyoxalase domain containing 4	17	true	Known mitochondrial	true	false
ENSG00000023572	51022	GLRX2	glutaredoxin 2	1	true	Known mitochondrial	true	false
ENSG00000182512	51218	GLRX5	glutaredoxin 5	14	true	Known mitochondrial	true	true
ENSG00000115419	2744	GLS	glutaminase	2	true	Known mitochondrial	true	true
ENSG00000135423	27165	GLS2	glutaminase 2	12	true	Known mitochondrial	true	false
ENSG00000148672	2746	GLUD1	glutamate dehydrogenase 1	10	true	Known mitochondrial	true	true
ENSG00000149124	10249	GLYAT	glycine-N-acyltransferase	11	true	Known mitochondrial	true	false
ENSG00000168237	132158	GLYCTK	glycerate kinase	3	true	Known mitochondrial	true	false
ENSG00000174021	2787	GNG5	G protein subunit gamma 5	1	true	Predicted mitochondrial	false	false
ENSG00000113384	64083	GOLPH3	golgi phosphoprotein 3	5	true	Known mitochondrial	true	false
ENSG00000125166	2806	GOT2	glutamic-oxaloacetic transaminase 2	16	true	Known mitochondrial	true	false
ENSG00000119927	57678	GPAM	glycerol-3-phosphate acyltransferase, mitochondrial	10	true	Known mitochondrial	true	true
ENSG00000115159	2820	GPD2	glycerol-3-phosphate dehydrogenase 2	2	true	Known mitochondrial	true	false
ENSG00000105220	2821	GPI	glucose-6-phosphate isomerase	19	true	Known NOT mitochondrial	false	false
ENSG00000166123	84706	GPT2	glutamic--pyruvic transaminase 2	16	true	Known mitochondrial	true	true
ENSG00000233276	2876	GPX1	glutathione peroxidase 1	3	true	Known mitochondrial	true	false
ENSG00000167468	2879	GPX4	glutathione peroxidase 4	19	true	Known mitochondrial	true	true
ENSG00000137106	9380	GRHPR	glyoxylate and hydroxypyruvate reductase	9	true	Known mitochondrial	false	false
ENSG00000109519	80273	GRPEL1	GrpE like 1, mitochondrial	4	true	Known mitochondrial	true	true
ENSG00000164284	134266	GRPEL2	GrpE like 2, mitochondrial	5	true	Known mitochondrial	true	true
ENSG00000132463	2926	GRSF1	G-rich RNA sequence binding factor 1	4	true	Known mitochondrial	true	true
ENSG00000104687	2936	GSR	glutathione-disulfide reductase	8	true	Known mitochondrial	true	false
ENSG00000197448	373156	GSTK1	glutathione S-transferase kappa 1	7	true	Known mitochondrial	true	false
ENSG00000148834	9446	GSTO1	glutathione S-transferase omega 1	10	true	Predicted NOT mitochondrial	false	false
ENSG00000100577	2954	GSTZ1	glutathione S-transferase zeta 1	14	true	Known mitochondrial	true	false
ENSG00000105793	85865	GTPBP10	GTP binding protein 10	7	true	Known mitochondrial	false	false
ENSG00000130299	84705	GTPBP3	GTP binding protein 3, mitochondrial	19	true	Known mitochondrial	true	true
ENSG00000178605	8225	GTPBP6	GTP binding protein 6 (putative)	X	true	Known mitochondrial	false	false
ENSG00000151806	60558	GUF1	GUF1 homolog, GTPase	4	true	Known mitochondrial	true	true
ENSG00000143774	2987	GUK1	guanylate kinase 1	1	true	Known mitochondrial	false	false
ENSG00000138796	3033	HADH	hydroxyacyl-CoA dehydrogenase	4	true	Known mitochondrial	true	true
ENSG00000084754	3030	HADHA	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha	2	true	Known mitochondrial	true	true
ENSG00000138029	3032	HADHB	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta	2	true	Known mitochondrial	true	true
ENSG00000063854	3029	HAGH	hydroxyacylglutathione hydrolase	16	true	Known mitochondrial	true	false
ENSG00000116882	51179	HAO2	hydroxyacid oxidase 2	1	true	Predicted NOT mitochondrial	false	false
ENSG00000112855	23438	HARS2	histidyl-tRNA synthetase 2, mitochondrial	5	true	Known mitochondrial	true	false
ENSG00000004961	3052	HCCS	holocytochrome c synthase	X	true	Known mitochondrial	true	true
ENSG00000119431	81932	HDHD3	haloacid dehalogenase like hydrolase domain containing 3	9	true	Known mitochondrial	false	false
ENSG00000069998	27440	HDHD5	haloacid dehalogenase like hydrolase domain containing 5	22	true	Known mitochondrial	true	true
ENSG00000013583	50865	HEBP1	heme binding protein 1	12	true	Known mitochondrial	false	false
ENSG00000114735	51409	HEMK1	HemK methyltransferase family member 1	3	true	Predicted mitochondrial	true	false
ENSG00000106049	11112	HIBADH	3-hydroxyisobutyrate dehydrogenase	7	true	Known mitochondrial	true	false
ENSG00000198130	26275	HIBCH	3-hydroxyisobutyryl-CoA hydrolase	2	true	Known mitochondrial	true	true
ENSG00000181061	25994	HIGD1A	HIG1 hypoxia inducible domain family member 1A	3	true	Known mitochondrial	true	true
ENSG00000146066	192286	HIGD2A	HIG1 hypoxia inducible domain family member 2A	5	true	Known mitochondrial	true	true
ENSG00000169567	3094	HINT1	histidine triad nucleotide binding protein 1	5	true	Predicted NOT mitochondrial	false	false
ENSG00000137133	84681	HINT2	histidine triad nucleotide binding protein 2	9	true	Known mitochondrial	true	true
ENSG00000111911	135114	HINT3	histidine triad nucleotide binding protein 3	6	true	Predicted NOT mitochondrial	false	true
ENSG00000156515	3098	HK1	hexokinase 1	10	true	Known mitochondrial	true	true
ENSG00000159399	3099	HK2	hexokinase 2	2	true	Known mitochondrial	true	false
ENSG00000256269		HMBS	hydroxymethylbilane synthase	11	true	Predicted NOT mitochondrial	false	false
ENSG00000117305	3155	HMGCL	3-hydroxymethyl-3-methylglutaryl-CoA lyase	1	true	Known mitochondrial	true	false
ENSG00000134240	3158	HMGCS2	3-hydroxy-3-methylglutaryl-CoA synthase 2	1	true	Known mitochondrial	true	true
ENSG00000241935	112817	HOGA1	4-hydroxy-2-oxoglutarate aldolase 1	10	true	Known mitochondrial	true	false
ENSG00000100209	150274	HSCB	HscB mitochondrial iron-sulfur cluster cochaperone	22	true	Known mitochondrial	true	true
ENSG00000072506	3028	HSD17B10	hydroxysteroid 17-beta dehydrogenase 10	X	true	Known mitochondrial	true	false
ENSG00000133835	3295	HSD17B4	hydroxysteroid 17-beta dehydrogenase 4	5	true	Probable contaminant	false	false
ENSG00000204228		HSD17B8	hydroxysteroid 17-beta dehydrogenase 8	6	true	Known mitochondrial	true	false
ENSG00000103160	83693	HSDL1	hydroxysteroid dehydrogenase like 1	16	true	Known mitochondrial	true	false
ENSG00000119471	84263	HSDL2	hydroxysteroid dehydrogenase like 2	9	true	Known mitochondrial	true	true
ENSG00000113013	3313	HSPA9	heat shock protein family A (Hsp70) member 9	5	true	Known mitochondrial	true	true
ENSG00000173641	27129	HSPB7	heat shock protein family B (small) member 7	1	true	Predicted NOT mitochondrial	false	false
ENSG00000144381	3329	HSPD1	heat shock protein family D (Hsp60) member 1	2	true	Known mitochondrial	true	true
ENSG00000115541	3336	HSPE1	heat shock protein family E (Hsp10) member 1	2	true	Known mitochondrial	true	false
ENSG00000109854	10553	HTATIP2	HIV-1 Tat interactive protein 2	11	true	Predicted NOT mitochondrial	false	false
ENSG00000115317	27429	HTRA2	HtrA serine peptidase 2	2	true	Known mitochondrial	true	true
ENSG00000067704	55699	IARS2	isoleucyl-tRNA synthetase 2, mitochondrial	1	true	Known mitochondrial	true	true
ENSG00000181873	200205	IBA57	IBA57, iron-sulfur cluster assembly	1	true	Known mitochondrial	true	true
ENSG00000119912	3416	IDE	insulin degrading enzyme	10	true	Known mitochondrial	true	false
ENSG00000138413	3417	IDH1	isocitrate dehydrogenase (NADP(+)) 1, cytosolic	2	true	Predicted mitochondrial	true	false
ENSG00000182054	3418	IDH2	isocitrate dehydrogenase (NADP(+)) 2, mitochondrial	15	true	Known mitochondrial	true	true
ENSG00000166411	3419	IDH3A	isocitrate dehydrogenase 3 (NAD(+)) alpha	15	true	Known mitochondrial	true	true
ENSG00000101365	3420	IDH3B	isocitrate dehydrogenase 3 (NAD(+)) beta	20	true	Known mitochondrial	true	true
ENSG00000067829	3421	IDH3G	isocitrate dehydrogenase 3 (NAD(+)) gamma	X	true	Known mitochondrial	true	true
ENSG00000067064	3422	IDI1	isopentenyl-diphosphate delta isomerase 1	10	true	Predicted NOT mitochondrial	false	false
ENSG00000165949	3429	IFI27	interferon alpha inducible protein 27	14	true	Known mitochondrial	true	false
ENSG00000148950	196294	IMMP1L	inner mitochondrial membrane peptidase subunit 1	11	true	Known mitochondrial	true	false
ENSG00000184903	83943	IMMP2L	inner mitochondrial membrane peptidase subunit 2	7	true	Known mitochondrial	true	true
ENSG00000132305	10989	IMMT	inner membrane mitochondrial protein	2	true	Known mitochondrial	true	true
ENSG00000135070	81689	ISCA1	iron-sulfur cluster assembly 1	9	true	Known mitochondrial	true	false
ENSG00000165898	122961	ISCA2	iron-sulfur cluster assembly 2	14	true	Known mitochondrial	true	false
ENSG00000136003	23479	ISCU	iron-sulfur cluster assembly enzyme	12	true	Known mitochondrial	true	false
ENSG00000063241	79763	ISOC2	isochorismatase domain containing 2	19	true	Known mitochondrial	false	true
ENSG00000128928	3712	IVD	isovaleryl-CoA dehydrogenase	15	true	Known mitochondrial	true	true
ENSG00000065427	3735	KARS	lysyl-tRNA synthetase	16	true	Known mitochondrial	true	false
ENSG00000149474	57325	KAT14	lysine acetyltransferase 14	20	true	Predicted NOT mitochondrial	false	false
ENSG00000007202	9703	KIAA0100	KIAA0100	17	true	Predicted NOT mitochondrial	false	false
ENSG00000081791	9812	KIAA0141	KIAA0141	5	true	Known mitochondrial	true	false
ENSG00000100890	9692	KIAA0391	KIAA0391	14	true	Known mitochondrial	true	true
ENSG00000054523	23095	KIF1B	kinesin family member 1B	1	true	Known mitochondrial	true	false
ENSG00000117009	8564	KMO	kynurenine 3-monooxygenase	1	true	Known mitochondrial	true	false
ENSG00000186081	3852	KRT5	keratin 5	12	true	Predicted mitochondrial	false	false
ENSG00000137944	56267	KYAT3	kynurenine aminotransferase 3	1	true	Known mitochondrial	false	false
ENSG00000087299	79944	L2HGDH	L-2-hydroxyglutarate dehydrogenase	14	true	Known mitochondrial	true	true
ENSG00000103642	114294	LACTB	lactamase beta	15	true	Known mitochondrial	true	true
ENSG00000147592	51110	LACTB2	lactamase beta 2	8	true	Predicted mitochondrial	true	false
ENSG00000135862	3915	LAMC1	laminin subunit gamma 1	1	true	Known mitochondrial	false	false
ENSG00000002549	51056	LAP3	leucine aminopeptidase 3	4	true	Known mitochondrial	false	false
ENSG00000011376	23395	LARS2	leucyl-tRNA synthetase 2, mitochondrial	3	true	Known mitochondrial	true	true
ENSG00000171989	92483	LDHAL6B	lactate dehydrogenase A like 6B	15	true	Probable contaminant	true	false
ENSG00000111716	3945	LDHB	lactate dehydrogenase B	12	true	Probable contaminant	false	false
ENSG00000166816	197257	LDHD	lactate dehydrogenase D	16	true	Known mitochondrial	true	false
ENSG00000168924	3954	LETM1	leucine zipper and EF-hand containing transmembrane protein 1	4	true	Known mitochondrial	true	true
ENSG00000165046	137994	LETM2	leucine zipper and EF-hand containing transmembrane protein 2	8	true	Known mitochondrial	true	false
ENSG00000050426	25875	LETMD1	LETM1 domain containing 1	12	true	Predicted mitochondrial	true	true
ENSG00000121897	11019	LIAS	lipoic acid synthetase	4	true	Known mitochondrial	true	true
ENSG00000144182	51601	LIPT1	lipoyltransferase 1	2	true	Known mitochondrial	true	false
ENSG00000175536	387787	LIPT2	lipoyl(octanoyl) transferase 2	11	true	Known mitochondrial	true	false
ENSG00000196365	9361	LONP1	lon peptidase 1, mitochondrial	19	true	Known mitochondrial	true	true
ENSG00000102910	83752	LONP2	lon peptidase 2, peroxisomal	16	true	Probable contaminant	false	false
ENSG00000138095	10128	LRPPRC	leucine rich pentatricopeptide repeat containing	2	true	Known mitochondrial	true	true
ENSG00000120992	10434	LYPLA1	lysophospholipase I	8	true	Predicted mitochondrial	false	false
ENSG00000143353	127018	LYPLAL1	lysophospholipase like 1	1	true	Predicted mitochondrial	false	false
ENSG00000102897	57149	LYRM1	LYR motif containing 1	16	true	Known mitochondrial	true	false
ENSG00000083099	57226	LYRM2	LYR motif containing 2	6	true	Known mitochondrial	false	false
ENSG00000214113	57128	LYRM4	LYR motif containing 4	6	true	Known mitochondrial	true	false
ENSG00000186687	90624	LYRM7	LYR motif containing 7	5	true	Known mitochondrial	true	false
ENSG00000232859	201229	LYRM9	LYR motif containing 9	17	true	Predicted mitochondrial	false	false
ENSG00000133315	28992	MACROD1	MACRO domain containing 1	11	true	Known mitochondrial	false	false
ENSG00000162972	79568	MAIP1	matrix AAA peptidase interacting protein 1	2	true	Known mitochondrial	true	true
ENSG00000156928	115416	MALSU1	mitochondrial assembly of ribosomal large subunit 1	7	true	Known mitochondrial	true	true
ENSG00000189221	4128	MAOA	monoamine oxidase A	X	true	Known mitochondrial	true	true
ENSG00000069535	4129	MAOB	monoamine oxidase B	X	true	Known mitochondrial	true	true
ENSG00000186205	64757	MARC1	mitochondrial amidoxime reducing component 1	1	true	Known mitochondrial	true	true
ENSG00000117791	54996	MARC2	mitochondrial amidoxime reducing component 2	1	true	Known mitochondrial	true	false
ENSG00000198060	54708	MARCH5	membrane associated ring-CH-type finger 5	10	true	Known mitochondrial	true	true
ENSG00000247626	92935	MARS2	methionyl-tRNA synthetase 2, mitochondrial	2	true	Known mitochondrial	true	false
ENSG00000088888	57506	MAVS	mitochondrial antiviral signaling protein	20	true	Known mitochondrial	true	true
ENSG00000100294	27349	MCAT	malonyl-CoA-acyl carrier protein transacylase	22	true	Known mitochondrial	true	true
ENSG00000078070	56922	MCCC1	methylcrotonoyl-CoA carboxylase 1	3	true	Known mitochondrial	true	true
ENSG00000131844	64087	MCCC2	methylcrotonoyl-CoA carboxylase 2	5	true	Known mitochondrial	true	true
ENSG00000124370	84693	MCEE	methylmalonyl-CoA epimerase	2	true	Known mitochondrial	true	false
ENSG00000172366	84331	MCRIP2	MAPK regulated corepressor interacting protein 2	16	true	Predicted NOT mitochondrial	false	false
ENSG00000156026	90550	MCU	mitochondrial calcium uniporter	10	true	Known mitochondrial	true	true
ENSG00000005059	55013	MCUB	mitochondrial calcium uniporter dominant negative beta subunit	4	true	Known mitochondrial	true	false
ENSG00000050393	63933	MCUR1	mitochondrial calcium uniporter regulator 1	6	true	Known mitochondrial	true	false
ENSG00000014641	4190	MDH1	malate dehydrogenase 1	2	true	Probable contaminant	true	false
ENSG00000146701	4191	MDH2	malate dehydrogenase 2	7	true	Known mitochondrial	true	true
ENSG00000065833	4199	ME1	malic enzyme 1	6	true	Known NOT mitochondrial	true	false
ENSG00000082212	4200	ME2	malic enzyme 2	18	true	Known mitochondrial	true	true
ENSG00000151376	10873	ME3	malic enzyme 3	11	true	Known mitochondrial	true	false
